Route_ID,Source_City,Destination_City,Distance_km,Departure_Time,Arrival_Time,Duration_min,Day_of_Week,Bus_Type,Operator_Name,Seats_Available,Total_Seats,Ticket_Price_INR,Rating,Reviews_Count
R1236,Bhopal,Shillong,285,00:45,10:18,633,Friday,AC Seater,Deccan Lines,33,40,604.72,4.4,536
R1237,Visakhapatnam,Rajkot,1093,17:00,13:13,1213,Friday,AC Sleeper,Royal Rajasthan,27,48,3742.04,4.3,1297
R1238,Ahmedabad,Hyderabad,1270,07:30,15:59,509,Wednesday,Non-AC Semi-Sleeper,Royal Rajasthan,35,36,4293.26,3.6,28
R1239,Mumbai,Kochi,464,17:15,02:29,554,Wednesday,AC Semi-Sleeper,Royal Rajasthan,10,48,1532.98,4.5,1966
R1240,Shillong,Goa,541,04:45,19:21,936,Wednesday,AC Sleeper,Royal Rajasthan,40,42,1786.01,3.6,1806
R1241,Surat,Chandigarh,1015,07:15,06:04,1429,Thursday,Non-AC Sleeper,TNSTC,23,40,2109.87,4.7,1816
R1242,Mumbai,Bhopal,1213,05:00,11:27,387,Tuesday,AC Seater,National Express,40,44,2757.33,4.2,991
R1243,Lucknow,Hyderabad,754,05:00,01:12,1212,Friday,AC Sleeper,Karnataka Travels,23,30,1644.71,4.0,1471
R1244,Patna,Nagpur,401,13:30,03:33,843,Sunday,AC Sleeper,National Express,32,36,963.26,3.8,1327
R1245,Jaipur,Bhopal,1281,18:15,12:55,1120,Tuesday,AC Semi-Sleeper,TNSTC,39,42,4415.79,4.0,1463
R1246,Lucknow,Guwahati,1101,02:45,15:19,814,Friday,AC Semi-Sleeper,KSRTC,19,36,2959.35,4.9,1275
R1247,Madurai,Bhopal,1342,07:45,06:45,1380,Saturday,AC Sleeper,VRL Logistics,1,30,3921.21,4.5,338
R1248,Madurai,Pune,1094,01:45,20:20,1175,Wednesday,Non-AC Semi-Sleeper,Karnataka Travels,33,44,3508.5,4.6,707
R1249,Shillong,Chennai,271,20:15,04:41,506,Monday,Non-AC Semi-Sleeper,VRL Logistics,7,42,720.52,4.2,1867
R1250,Trivandrum,Mysore,407,07:15,18:04,709,Thursday,AC Semi-Sleeper,Karnataka Travels,8,42,1414.91,4.4,1579
R1251,Goa,Kochi,820,19:00,03:03,483,Friday,AC Semi-Sleeper,Karnataka Travels,38,44,1730.7,4.0,1381
R1252,Delhi,Surat,1173,01:00,12:08,668,Wednesday,Non-AC Seater,Royal Rajasthan,10,48,3397.31,4.7,1278
R1253,Vijayawada,Rajkot,610,20:15,01:00,345,Tuesday,Non-AC Semi-Sleeper,Royal Rajasthan,3,48,1822.17,4.5,184
R1254,Varanasi,Guwahati,329,15:00,04:42,822,Saturday,Non-AC Sleeper,Orange Tours,3,30,741.74,5.0,783
R1255,Lucknow,Ahmedabad,270,08:15,18:35,620,Wednesday,Non-AC Semi-Sleeper,Royal Rajasthan,35,44,934.86,4.8,1896
R1256,Mysore,Rajkot,853,14:00,00:48,648,Thursday,Non-AC Seater,TNSTC,16,40,2488.59,4.7,1934
R1257,Indore,Ahmedabad,297,00:45,07:44,479,Saturday,AC Seater,TNSTC,23,44,584.84,4.1,1561
R1258,Agra,Bhopal,997,05:45,11:15,390,Saturday,Non-AC Sleeper,Karnataka Travels,4,30,2899.04,4.4,1228
R1259,Kolkata,Madurai,543,07:30,05:46,1336,Tuesday,Non-AC Seater,SRS Travels,12,42,1813.11,4.4,842
R1260,Varanasi,Trivandrum,605,10:00,06:02,1202,Thursday,AC Semi-Sleeper,GreenLine Travels,27,42,1889.91,3.5,1917
R1261,Hyderabad,Kochi,684,08:45,06:42,1377,Friday,Non-AC Seater,Karnataka Travels,45,48,1488.68,4.0,1697
R1262,Goa,Shillong,746,20:45,00:05,260,Friday,AC Seater,National Express,30,40,1926.42,4.2,1746
R1263,Coimbatore,Delhi,818,10:00,21:40,700,Sunday,Non-AC Semi-Sleeper,National Express,32,40,2411.2,3.9,885
R1264,Rajkot,Guwahati,798,03:30,09:49,379,Tuesday,Non-AC Sleeper,Karnataka Travels,23,36,2292.19,4.5,1978
R1265,Chandigarh,Visakhapatnam,1177,22:15,20:32,1337,Monday,AC Seater,SRS Travels,45,48,3813.96,3.9,1252
R1266,Bhopal,Delhi,655,12:15,15:47,212,Monday,Non-AC Seater,Orange Tours,15,30,2219.85,4.4,1501
R1267,Trivandrum,Shillong,839,13:15,15:34,139,Tuesday,AC Semi-Sleeper,Deccan Lines,0,30,2451.3,4.8,865
R1268,Vijayawada,Visakhapatnam,825,23:45,06:25,460,Thursday,Non-AC Seater,KSRTC,24,36,1688.18,4.5,1054
R1269,Rajkot,Surat,1016,10:00,18:32,512,Tuesday,AC Seater,KSRTC,5,42,3279.55,4.5,258
R1270,Nagpur,Delhi,853,00:00,20:24,1224,Monday,Non-AC Seater,TNSTC,5,44,1931.67,3.6,1855
R1271,Nagpur,Bangalore,254,19:00,08:42,822,Saturday,AC Sleeper,Karnataka Travels,13,40,788.96,3.6,1403
R1272,Nagpur,Agra,974,18:45,11:07,1042,Sunday,Non-AC Seater,National Express,1,40,3204.6,3.7,215
R1273,Pune,Ahmedabad,934,06:45,16:29,644,Saturday,Non-AC Sleeper,Karnataka Travels,22,36,2254.44,3.7,1707
R1274,Jaipur,Visakhapatnam,820,04:15,21:28,1033,Monday,AC Semi-Sleeper,KSRTC,29,36,1574.73,4.9,1036
R1275,Chandigarh,Ahmedabad,666,09:30,19:04,634,Sunday,Non-AC Semi-Sleeper,Royal Rajasthan,36,44,1494.65,5.0,870
R1276,Hyderabad,Indore,972,23:00,18:48,1188,Wednesday,Non-AC Semi-Sleeper,Orange Tours,38,44,2198.37,4.7,677
R1277,Indore,Chandigarh,980,00:15,03:23,188,Tuesday,Non-AC Semi-Sleeper,TNSTC,3,40,2592.95,4.6,662
R1278,Delhi,Ahmedabad,1420,07:45,06:51,1386,Saturday,Non-AC Semi-Sleeper,Deccan Lines,19,40,3232.93,4.7,1169
R1279,Visakhapatnam,Kolkata,1072,15:30,06:19,949,Monday,AC Seater,Royal Rajasthan,22,30,2885.33,3.7,829
R1280,Goa,Mysore,1261,13:45,21:33,528,Thursday,Non-AC Semi-Sleeper,Orange Tours,25,44,4359.49,4.7,1440
R1281,Bhopal,Goa,624,01:00,21:51,1251,Saturday,Non-AC Seater,GreenLine Travels,31,44,1476.63,4.6,1195
R1282,Rajkot,Pune,1433,08:00,16:08,488,Friday,AC Semi-Sleeper,Karnataka Travels,36,44,2601.1,4.1,1528
R1283,Madurai,Guwahati,1062,15:30,02:29,719,Thursday,Non-AC Seater,VRL Logistics,0,36,3683.87,4.5,1543
R1284,Madurai,Chennai,150,08:15,13:15,300,Tuesday,Non-AC Semi-Sleeper,Orange Tours,11,42,409.07,4.0,1356
R1285,Delhi,Madurai,558,18:15,21:47,212,Saturday,AC Semi-Sleeper,VRL Logistics,30,30,1051.63,4.6,256
R1286,Chennai,Jaipur,1465,09:15,08:00,1425,Saturday,Non-AC Sleeper,VRL Logistics,1,44,3674.8,3.9,808
R1287,Nagpur,Mysore,1499,14:15,23:51,576,Thursday,AC Seater,Deccan Lines,20,48,4443.28,4.2,601
R1288,Bangalore,Coimbatore,866,13:30,09:43,1213,Sunday,AC Sleeper,TNSTC,35,36,2150.26,3.7,69
R1289,Mysore,Agra,1300,05:30,22:15,1065,Saturday,AC Seater,Deccan Lines,25,40,2400.35,3.8,227
R1290,Coimbatore,Ahmedabad,714,00:15,14:55,880,Thursday,AC Sleeper,National Express,45,48,2335.46,4.8,840
R1291,Mumbai,Kochi,459,16:45,04:43,778,Friday,AC Sleeper,VRL Logistics,21,36,989.75,3.7,703
R1292,Delhi,Patna,990,13:30,05:45,975,Sunday,Non-AC Seater,TNSTC,11,44,2303.22,3.6,1837
R1293,Trivandrum,Vijayawada,1245,01:30,11:38,608,Friday,Non-AC Seater,Deccan Lines,20,30,4078.69,4.4,525
R1294,Guwahati,Trivandrum,437,09:30,04:18,1188,Sunday,Non-AC Sleeper,TNSTC,0,30,1068.97,3.6,1031
R1295,Chandigarh,Kolkata,771,15:30,00:48,558,Wednesday,AC Seater,SRS Travels,16,48,2020.82,4.0,881
R1296,Delhi,Hyderabad,818,12:00,02:58,898,Tuesday,AC Sleeper,SRS Travels,32,42,1908.34,4.9,1606
R1297,Jaipur,Chennai,356,22:00,09:47,707,Wednesday,Non-AC Semi-Sleeper,Karnataka Travels,35,40,1062.0,4.5,929
R1298,Hyderabad,Shillong,473,10:15,21:38,683,Tuesday,AC Sleeper,Deccan Lines,17,36,1589.18,3.9,1350
R1299,Nagpur,Goa,375,09:30,11:30,120,Monday,Non-AC Seater,Orange Tours,17,30,818.21,3.9,179
R1300,Kochi,Rajkot,593,00:00,18:47,1127,Wednesday,Non-AC Sleeper,Orange Tours,19,44,1434.05,3.9,76
R1301,Shillong,Chennai,442,16:15,05:18,783,Sunday,Non-AC Sleeper,Karnataka Travels,46,48,1527.04,4.8,1994
R1302,Nashik,Rajkot,460,15:30,18:09,219,Saturday,Non-AC Sleeper,Karnataka Travels,11,30,1272.23,5.0,1674
R1303,Ahmedabad,Goa,790,05:45,08:34,229,Monday,Non-AC Semi-Sleeper,TNSTC,13,30,2497.5,4.9,1729
R1304,Nagpur,Jaipur,573,02:00,09:16,436,Monday,AC Semi-Sleeper,Deccan Lines,32,42,1898.4,4.4,1155
R1305,Kolkata,Hyderabad,1162,04:15,22:28,1093,Friday,Non-AC Semi-Sleeper,TNSTC,29,42,3604.6,4.5,1760
R1306,Chennai,Rajkot,1226,03:30,12:02,572,Monday,Non-AC Seater,GreenLine Travels,30,30,4226.34,4.5,1158
R1307,Coimbatore,Rajkot,1117,05:30,08:12,222,Saturday,AC Sleeper,Orange Tours,19,42,2775.05,3.8,1505
R1308,Nashik,Pune,890,22:00,12:35,875,Friday,Non-AC Semi-Sleeper,VRL Logistics,25,36,3001.58,4.5,1779
R1309,Patna,Shillong,281,09:30,00:14,944,Tuesday,Non-AC Seater,Royal Rajasthan,47,48,940.07,4.2,1538
R1310,Nagpur,Madurai,226,08:15,07:32,1397,Monday,Non-AC Sleeper,Karnataka Travels,35,40,699.42,4.9,1103
R1311,Mumbai,Mysore,970,13:30,06:55,1045,Thursday,AC Semi-Sleeper,TNSTC,39,48,3369.45,4.2,1908
R1312,Trivandrum,Nashik,1114,17:15,06:03,828,Friday,AC Semi-Sleeper,TNSTC,35,40,2710.24,4.7,1047
R1313,Ahmedabad,Bangalore,806,21:45,03:13,388,Tuesday,Non-AC Seater,SRS Travels,7,30,2440.98,4.8,1183
R1314,Madurai,Surat,461,12:00,16:41,281,Monday,Non-AC Seater,KSRTC,35,42,1408.41,4.8,1655
R1315,Delhi,Chennai,1012,19:30,04:44,554,Sunday,Non-AC Seater,National Express,12,44,3132.6,4.8,683
R1316,Chandigarh,Mumbai,286,01:00,00:44,1424,Wednesday,AC Semi-Sleeper,Deccan Lines,32,42,726.71,4.6,513
R1317,Hyderabad,Trivandrum,476,12:15,11:18,1383,Friday,Non-AC Sleeper,KSRTC,7,42,1051.18,3.9,1172
R1318,Mumbai,Agra,908,17:00,19:16,136,Friday,Non-AC Seater,Deccan Lines,31,48,1635.02,4.5,1297
R1319,Rajkot,Delhi,1232,08:45,18:15,630,Tuesday,Non-AC Sleeper,KSRTC,9,44,4086.96,4.4,1320
R1320,Patna,Kolkata,1097,03:45,10:21,456,Wednesday,Non-AC Semi-Sleeper,Deccan Lines,2,40,3166.64,4.4,1911
R1321,Agra,Madurai,173,18:00,06:28,748,Monday,AC Seater,Royal Rajasthan,33,36,415.5,4.5,861
R1322,Chennai,Pune,1187,02:45,14:22,757,Saturday,Non-AC Semi-Sleeper,Royal Rajasthan,23,42,4061.6,4.5,1204
R1323,Goa,Kolkata,1012,20:00,04:34,514,Tuesday,AC Sleeper,SRS Travels,8,40,2827.39,4.0,267
R1324,Rajkot,Coimbatore,770,10:30,05:47,1157,Sunday,AC Seater,TNSTC,33,40,1408.08,4.0,1152
R1325,Delhi,Kolkata,848,10:30,14:00,270,Saturday,Non-AC Seater,GreenLine Travels,1,36,2331.73,4.2,919
R1326,Guwahati,Surat,1022,18:30,12:26,1136,Thursday,Non-AC Semi-Sleeper,GreenLine Travels,6,44,2255.63,4.7,977
R1327,Agra,Trivandrum,412,17:45,13:47,1202,Friday,AC Sleeper,KSRTC,10,44,757.06,4.5,1543
R1328,Ahmedabad,Lucknow,437,04:45,22:10,1105,Saturday,AC Semi-Sleeper,SRS Travels,17,30,1406.21,3.9,1594
R1329,Rajkot,Hyderabad,573,06:30,20:07,877,Wednesday,Non-AC Seater,KSRTC,23,36,1907.48,3.7,578
R1330,Mumbai,Bhopal,1039,01:45,08:20,455,Thursday,Non-AC Sleeper,TNSTC,31,48,3601.53,3.8,253
R1331,Hyderabad,Kochi,574,08:45,05:15,1290,Wednesday,Non-AC Seater,KSRTC,25,44,1082.02,4.1,210
R1332,Rajkot,Kolkata,230,14:00,23:17,557,Tuesday,Non-AC Sleeper,GreenLine Travels,22,44,442.26,4.4,216
R1333,Indore,Chennai,1350,00:15,12:10,775,Saturday,AC Semi-Sleeper,SRS Travels,34,44,2781.41,3.9,1753
R1334,Surat,Delhi,1207,06:45,18:26,761,Sunday,AC Semi-Sleeper,Deccan Lines,17,44,4217.54,3.7,300
R1335,Madurai,Trivandrum,1444,14:00,04:48,888,Saturday,AC Semi-Sleeper,Deccan Lines,0,30,4194.54,4.6,803
R1336,Bangalore,Hyderabad,1337,23:30,15:43,973,Thursday,Non-AC Seater,GreenLine Travels,27,48,2519.37,4.0,962
R1337,Guwahati,Mysore,637,00:45,11:36,711,Tuesday,AC Sleeper,KSRTC,42,48,1786.2,4.8,1709
R1338,Chennai,Mysore,132,19:30,12:22,1072,Tuesday,AC Seater,Karnataka Travels,25,36,330.29,4.9,337
R1339,Coimbatore,Nashik,747,20:45,00:08,263,Thursday,AC Semi-Sleeper,National Express,12,40,2267.43,4.4,1970
R1340,Bangalore,Nashik,220,11:15,21:06,651,Sunday,AC Seater,Deccan Lines,8,48,399.29,3.6,707
R1341,Guwahati,Delhi,1306,10:00,09:08,1388,Thursday,AC Seater,SRS Travels,16,40,3918.94,4.9,1770
R1342,Bangalore,Pune,912,12:30,17:24,354,Friday,AC Semi-Sleeper,Deccan Lines,4,48,1941.41,4.1,449
R1343,Trivandrum,Agra,1455,15:45,01:37,652,Friday,Non-AC Sleeper,Orange Tours,35,40,3596.16,3.5,1961
R1344,Bhopal,Goa,1078,18:45,07:52,787,Friday,AC Sleeper,GreenLine Travels,17,36,3233.74,4.2,1467
R1345,Goa,Lucknow,778,14:15,02:24,729,Friday,Non-AC Semi-Sleeper,KSRTC,39,44,1627.16,4.1,1181
R1346,Rajkot,Lucknow,660,19:00,23:47,287,Thursday,AC Seater,Orange Tours,35,40,1351.31,3.6,1870
R1347,Madurai,Pune,562,14:30,23:03,573,Wednesday,Non-AC Semi-Sleeper,KSRTC,2,30,1718.33,4.1,1165
R1348,Coimbatore,Surat,1006,13:45,08:41,1196,Sunday,Non-AC Semi-Sleeper,National Express,8,30,3119.51,3.6,1577
R1349,Delhi,Kolkata,1373,02:00,23:29,1289,Monday,AC Sleeper,VRL Logistics,27,40,3665.82,4.3,781
R1350,Bhopal,Indore,1132,23:15,13:11,896,Tuesday,Non-AC Semi-Sleeper,GreenLine Travels,31,36,2822.58,4.1,378
R1351,Mysore,Surat,1487,22:00,06:11,491,Saturday,AC Seater,TNSTC,8,44,2745.89,3.9,1131
R1352,Kolkata,Vijayawada,271,07:45,13:33,408,Saturday,AC Semi-Sleeper,National Express,19,48,872.61,3.8,268
R1353,Chandigarh,Ahmedabad,859,23:00,03:42,282,Monday,Non-AC Semi-Sleeper,Royal Rajasthan,12,44,2155.24,4.8,588
R1354,Lucknow,Kochi,643,19:00,01:40,400,Thursday,Non-AC Seater,National Express,31,44,1175.97,4.1,1561
R1355,Chennai,Agra,476,08:00,13:13,313,Sunday,Non-AC Sleeper,Deccan Lines,34,42,1414.69,4.1,1495
R1356,Coimbatore,Visakhapatnam,788,18:15,12:49,1114,Friday,Non-AC Semi-Sleeper,TNSTC,38,48,1476.3,3.8,1840
R1357,Patna,Visakhapatnam,998,07:15,23:42,987,Tuesday,AC Seater,SRS Travels,24,48,3418.09,5.0,1464
R1358,Bhopal,Mysore,1092,23:30,22:29,1439,Friday,Non-AC Semi-Sleeper,TNSTC,10,36,2761.71,4.6,573
R1359,Lucknow,Nashik,401,17:30,02:42,552,Saturday,AC Sleeper,VRL Logistics,21,44,1165.63,4.3,592
R1360,Patna,Vijayawada,708,13:30,08:30,1140,Thursday,AC Semi-Sleeper,VRL Logistics,41,44,2047.48,3.9,1564
R1361,Shillong,Ahmedabad,650,19:00,06:17,677,Sunday,Non-AC Seater,TNSTC,5,42,2080.29,4.1,775
R1362,Kochi,Lucknow,681,04:00,18:19,859,Friday,Non-AC Semi-Sleeper,Orange Tours,21,44,1685.9,3.5,440
R1363,Varanasi,Madurai,1406,11:15,04:37,1042,Sunday,AC Sleeper,VRL Logistics,19,30,3650.73,5.0,75
R1364,Patna,Lucknow,1026,20:15,13:44,1049,Friday,Non-AC Semi-Sleeper,VRL Logistics,38,44,3513.06,3.6,1863
R1365,Varanasi,Vijayawada,741,16:45,23:38,473,Sunday,Non-AC Semi-Sleeper,National Express,40,40,1499.09,4.0,102
R1366,Varanasi,Vijayawada,1003,04:00,11:38,458,Monday,Non-AC Seater,Royal Rajasthan,41,44,1977.34,4.8,1341
R1367,Delhi,Indore,1317,10:00,00:29,869,Thursday,Non-AC Semi-Sleeper,Deccan Lines,27,36,4155.8,3.7,1677
R1368,Pune,Jaipur,164,13:15,09:24,1209,Wednesday,AC Sleeper,KSRTC,37,44,427.58,4.7,680
R1369,Chennai,Shillong,480,16:45,23:57,432,Monday,Non-AC Sleeper,Karnataka Travels,21,40,1525.47,3.6,317
R1370,Rajkot,Mumbai,600,03:00,23:31,1231,Friday,Non-AC Seater,TNSTC,19,44,1531.66,4.8,1213
R1371,Chandigarh,Agra,182,06:00,00:42,1122,Thursday,Non-AC Semi-Sleeper,KSRTC,40,42,566.54,4.0,195
R1372,Chandigarh,Kochi,1359,17:00,08:48,948,Wednesday,AC Semi-Sleeper,Karnataka Travels,31,36,3390.97,4.1,1859
R1373,Rajkot,Bangalore,569,19:00,22:51,231,Wednesday,Non-AC Sleeper,SRS Travels,13,36,1488.13,4.6,431
R1374,Guwahati,Chennai,1287,16:45,02:57,612,Wednesday,Non-AC Semi-Sleeper,KSRTC,22,48,2978.97,4.4,1339
R1375,Nagpur,Madurai,692,21:45,04:03,438,Wednesday,AC Semi-Sleeper,Deccan Lines,39,42,2047.64,4.1,702
R1376,Mysore,Chandigarh,526,22:00,15:30,1050,Friday,Non-AC Seater,KSRTC,8,30,1715.08,4.0,361
R1377,Mumbai,Ahmedabad,197,21:45,00:38,233,Saturday,AC Sleeper,Royal Rajasthan,8,30,681.38,4.7,1909
R1378,Nashik,Surat,470,10:00,22:42,762,Sunday,Non-AC Semi-Sleeper,National Express,43,48,1016.37,4.9,842
R1379,Visakhapatnam,Bangalore,169,15:45,17:03,138,Wednesday,AC Seater,Karnataka Travels,14,30,496.8,3.5,858
R1380,Shillong,Nagpur,711,21:30,01:28,298,Wednesday,AC Seater,KSRTC,40,48,1742.92,4.6,788
R1381,Hyderabad,Guwahati,1112,10:30,19:05,575,Thursday,Non-AC Semi-Sleeper,TNSTC,22,30,2795.62,4.5,772
R1382,Mumbai,Nagpur,106,07:30,05:29,1379,Wednesday,AC Semi-Sleeper,Deccan Lines,7,48,238.41,3.9,1404
R1383,Chandigarh,Madurai,636,19:15,22:10,235,Wednesday,Non-AC Sleeper,Royal Rajasthan,16,30,1942.58,4.1,1629
R1384,Bangalore,Bhopal,558,18:30,10:35,965,Tuesday,Non-AC Seater,Deccan Lines,26,42,1594.49,4.7,1919
R1385,Chandigarh,Guwahati,661,21:15,02:17,302,Monday,AC Semi-Sleeper,Karnataka Travels,17,42,1659.55,3.9,1476
R1386,Bhopal,Shillong,106,10:15,03:54,1059,Wednesday,AC Semi-Sleeper,TNSTC,13,30,256.54,4.5,76
R1387,Kolkata,Mysore,1129,11:00,01:46,886,Thursday,Non-AC Seater,KSRTC,20,44,2975.28,3.9,1668
R1388,Jaipur,Nashik,1217,13:15,06:12,1077,Thursday,Non-AC Seater,Orange Tours,10,36,3598.2,4.5,1745
R1389,Lucknow,Guwahati,929,02:30,15:04,814,Wednesday,Non-AC Semi-Sleeper,National Express,4,30,2291.0,3.8,229
R1390,Shillong,Surat,448,08:15,06:10,1375,Sunday,Non-AC Sleeper,SRS Travels,30,30,1389.69,3.9,1354
R1391,Rajkot,Indore,1230,22:00,18:17,1217,Wednesday,Non-AC Seater,National Express,13,40,2518.55,4.4,144
R1392,Chennai,Pune,792,06:15,13:47,452,Sunday,AC Sleeper,National Express,9,30,1701.9,3.6,661
R1393,Shillong,Indore,1322,07:15,09:52,157,Thursday,Non-AC Sleeper,Karnataka Travels,9,36,2813.86,4.3,1419
R1394,Visakhapatnam,Coimbatore,997,05:00,08:01,181,Saturday,Non-AC Sleeper,KSRTC,16,36,1969.7,4.7,1455
R1395,Goa,Delhi,1060,22:00,05:26,446,Sunday,Non-AC Seater,KSRTC,0,36,2291.09,3.7,1794
R1396,Bangalore,Trivandrum,582,11:15,16:47,332,Sunday,Non-AC Seater,Karnataka Travels,0,40,1164.25,4.0,1742
R1397,Mumbai,Hyderabad,1399,09:15,13:33,258,Thursday,AC Seater,Deccan Lines,35,40,3451.73,4.6,1563
R1398,Indore,Mysore,740,02:30,13:42,672,Monday,Non-AC Seater,Royal Rajasthan,1,42,2069.33,4.7,577
R1399,Visakhapatnam,Jaipur,1090,21:00,00:58,238,Monday,AC Semi-Sleeper,SRS Travels,18,48,2657.13,3.6,633
R1400,Mumbai,Mysore,1263,13:00,00:26,686,Saturday,AC Semi-Sleeper,GreenLine Travels,22,44,2679.38,3.9,1758
R1401,Trivandrum,Indore,621,19:00,21:33,153,Saturday,AC Seater,Karnataka Travels,0,30,1373.12,3.6,1935
R1402,Delhi,Pune,1186,12:15,06:23,1088,Thursday,AC Semi-Sleeper,VRL Logistics,19,36,3549.85,3.6,591
R1403,Vijayawada,Indore,144,15:30,07:30,960,Saturday,AC Seater,VRL Logistics,35,40,431.49,4.8,1683
R1404,Kolkata,Guwahati,1141,12:15,15:29,194,Friday,AC Seater,SRS Travels,22,40,2697.93,4.2,1544
R1405,Delhi,Varanasi,872,23:30,20:12,1302,Tuesday,Non-AC Seater,VRL Logistics,34,44,2857.95,3.9,1718
R1406,Jaipur,Pune,946,21:00,17:00,1200,Tuesday,Non-AC Seater,Royal Rajasthan,15,40,2430.22,4.9,870
R1407,Indore,Bangalore,1297,11:45,14:06,201,Friday,AC Seater,TNSTC,17,40,3293.93,4.5,969
R1408,Vijayawada,Indore,1057,12:30,23:46,676,Tuesday,AC Sleeper,TNSTC,24,44,2045.4,3.5,528
R1409,Surat,Shillong,1165,06:45,05:34,1429,Wednesday,Non-AC Sleeper,VRL Logistics,43,48,3448.33,3.9,1337
R1410,Hyderabad,Kochi,1121,05:45,22:25,1060,Friday,Non-AC Semi-Sleeper,Royal Rajasthan,7,36,2764.08,4.4,1612
R1411,Vijayawada,Ahmedabad,1181,00:45,07:41,476,Sunday,Non-AC Semi-Sleeper,Deccan Lines,45,48,3321.62,4.9,1471
R1412,Hyderabad,Visakhapatnam,854,03:00,07:48,288,Friday,AC Sleeper,Karnataka Travels,46,48,2573.26,4.3,1955
R1413,Nagpur,Bhopal,1211,01:30,16:10,940,Tuesday,AC Sleeper,Orange Tours,28,44,3061.76,4.1,919
R1414,Bhopal,Chandigarh,357,22:00,09:55,715,Thursday,Non-AC Semi-Sleeper,TNSTC,46,48,1088.86,3.7,727
R1415,Visakhapatnam,Shillong,1344,23:30,02:48,198,Sunday,Non-AC Sleeper,National Express,12,36,2513.63,3.5,236
R1416,Mysore,Visakhapatnam,1294,01:30,18:40,1030,Tuesday,Non-AC Semi-Sleeper,VRL Logistics,26,40,4130.46,4.0,1730
R1417,Vijayawada,Chennai,610,20:15,06:31,616,Saturday,AC Semi-Sleeper,VRL Logistics,25,36,1968.19,4.0,1414
R1418,Jaipur,Pune,1466,01:30,09:51,501,Thursday,Non-AC Seater,Karnataka Travels,3,44,2995.56,3.8,605
R1419,Jaipur,Coimbatore,919,21:45,08:55,670,Sunday,Non-AC Sleeper,Deccan Lines,6,36,2575.44,4.0,1732
R1420,Shillong,Patna,1425,03:45,21:01,1096,Wednesday,AC Seater,Orange Tours,9,42,3777.79,5.0,1989
R1421,Rajkot,Chandigarh,1018,03:45,01:52,1327,Thursday,Non-AC Semi-Sleeper,National Express,35,36,2587.25,3.5,406
R1422,Visakhapatnam,Madurai,396,23:00,11:59,779,Thursday,AC Semi-Sleeper,SRS Travels,12,48,1277.81,4.2,1357
R1423,Hyderabad,Jaipur,1196,04:45,17:48,783,Wednesday,Non-AC Semi-Sleeper,Royal Rajasthan,21,44,2397.6,4.3,420
R1424,Varanasi,Chennai,631,06:30,04:40,1330,Wednesday,AC Seater,KSRTC,8,36,1269.83,3.8,1840
R1425,Bangalore,Mumbai,609,04:45,11:18,453,Saturday,AC Sleeper,Deccan Lines,3,40,1684.21,3.7,1668
R1426,Bhopal,Nagpur,346,12:15,17:33,318,Sunday,AC Seater,National Express,27,40,667.98,3.9,493
R1427,Lucknow,Patna,987,19:15,22:44,209,Tuesday,Non-AC Seater,Orange Tours,4,36,2935.23,4.3,1404
R1428,Mumbai,Indore,887,21:00,03:54,414,Monday,Non-AC Sleeper,SRS Travels,25,48,2251.19,4.6,765
R1429,Mysore,Vijayawada,280,18:30,08:18,888,Wednesday,Non-AC Semi-Sleeper,Royal Rajasthan,21,30,805.52,4.5,370
R1430,Chandigarh,Kolkata,887,17:00,03:43,643,Tuesday,Non-AC Semi-Sleeper,SRS Travels,15,42,1957.77,3.8,620
R1431,Delhi,Indore,481,02:30,19:43,1033,Thursday,AC Semi-Sleeper,National Express,17,30,1341.71,4.9,1709
R1432,Chandigarh,Jaipur,1066,21:45,07:50,605,Sunday,Non-AC Seater,VRL Logistics,33,44,2279.23,3.7,814
R1433,Nagpur,Surat,1021,01:00,12:51,711,Sunday,AC Seater,Deccan Lines,40,42,3139.34,3.9,1858
R1434,Bhopal,Kolkata,1385,19:00,16:04,1264,Saturday,Non-AC Sleeper,National Express,0,40,3759.01,4.4,886
R1435,Indore,Varanasi,328,09:30,08:45,1395,Tuesday,AC Semi-Sleeper,VRL Logistics,3,30,806.19,3.7,1426
R1436,Varanasi,Patna,282,06:15,18:22,727,Sunday,AC Semi-Sleeper,Royal Rajasthan,2,40,700.29,3.7,1843
R1437,Surat,Chandigarh,128,03:45,10:40,475,Monday,Non-AC Seater,TNSTC,24,30,326.34,4.2,1537
R1438,Mysore,Rajkot,1011,10:30,21:27,717,Monday,AC Seater,Karnataka Travels,2,44,3515.14,3.9,724
R1439,Varanasi,Kolkata,1017,19:15,17:51,1356,Thursday,AC Sleeper,Royal Rajasthan,32,36,2032.59,3.8,89
R1440,Patna,Kolkata,299,11:15,02:13,958,Monday,Non-AC Semi-Sleeper,Royal Rajasthan,7,48,710.94,4.2,680
R1441,Shillong,Surat,325,19:45,23:10,265,Wednesday,AC Seater,GreenLine Travels,22,40,949.05,3.8,1016
R1442,Surat,Mysore,252,02:00,18:18,978,Wednesday,Non-AC Seater,Karnataka Travels,29,30,493.63,4.5,46
R1443,Chandigarh,Chennai,117,21:00,23:26,146,Saturday,AC Semi-Sleeper,GreenLine Travels,18,40,311.68,4.4,1411
R1444,Shillong,Rajkot,385,12:00,02:13,853,Sunday,AC Seater,TNSTC,24,40,827.35,4.9,1276
